actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_credibility_review,source_credibility,United States,P1_high,37,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source credibility review - review_source_credibility_src_search_76394e8294e0 - List of foodborne illness outbreaks in the United States...,List of foodborne illness outbreaks in the United States - Wikipedia,https://en.wikipedia.org/wiki/List_of_foodborne_illness_outbreaks_in_the_United_States,Review source registry and source credibility/source critic outputs.,"Should this source be collection, support, context, or excluded?",src_search_76394e8294e0,source,Source credibility affects whether evidence should support collection or only context.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_credibility_review,source_credibility,United States,P1_high,38,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source credibility review - review_source_credibility_src_search_db7489def0f9 - Recalls & Public Health Alerts | Food Safety and Inspecti...,Recalls & Public Health Alerts | Food Safety and Inspection Service,http://www.fsis.usda.gov/recalls,Review source registry and source credibility/source critic outputs.,"Should this source be collection, support, context, or excluded?",src_search_db7489def0f9,source,Source credibility affects whether evidence should support collection or only context.
,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2024-07-31,Salmonellosis (non-typhoidal Salmonella),Total Illnesses: 113,outside_scope_review,validation_scope_issue,United States,P1_high,39,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_015 - Outbreak Investigation of Salmonella: Cucumbers (November 2024),Outbreak Investigation of Salmonella: Cucumbers (November 2024),https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_793a8dd9911b_001; val_result_015,validation_result,"The item may be outside the requested disease, location, or time window."
,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2024-07-31,Salmonellosis (non-typhoidal Salmonella),Hospitalizations: 28,outside_scope_review,validation_scope_issue,United States,P1_high,40,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_016 - Outbreak Investigation of Salmonella: Cucumbers (November 2024),Outbreak Investigation of Salmonella: Cucumbers (November 2024),https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_793a8dd9911b_002; val_result_016,validation_result,"The item may be outside the requested disease, location, or time window."
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,41,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_057e55c5d693 - Investigation Update: Salmonella Outbreak, July 2025 | Salmonella Infec...","Investigation Update: Salmonella Outbreak, July 2025 | Salmonella Infection | CDC",https://www.cdc.gov/salmonella/outbreaks/sproutedbeans-07-25/investigation.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_057e55c5d693,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,42,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_1f2ad0f9f937 - Food Recalls US – Complete List for Parents - KidsAdvisory,Food Recalls US – Complete List for Parents - KidsAdvisory,https://kidsadvisory.com/food-recalls-us,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_1f2ad0f9f937,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,43,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_341f243cf7df - Investigation Update: Salmonella Outbreak, Backyard Poultry - CDC","Investigation Update: Salmonella Outbreak, Backyard Poultry - CDC",https://www.cdc.gov/salmonella/outbreaks/backyardpoultry-05-24/investigation.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_341f243cf7df,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,44,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_3c32f8c03a31 - Outbreak Investigation of Salmonella: Cucumbers (May 2025) - FDA,Outbreak Investigation of Salmonella: Cucumbers (May 2025) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-may-2025,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_3c32f8c03a31,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,45,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_69331015856f - CDC announces Salmonella outbreak in 13 states linked to backyard poult...,CDC announces Salmonella outbreak in 13 states linked to backyard poultry. Take steps to protect your flocks and families. | CDC Newsroom,https://www.cdc.gov/media/releases/2026/2026-cdc-announces-salmonella-outbreak-in-13-states-linked-to-backyard-poultry-take-steps-to-protect.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_69331015856f,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,46,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_814630932f43 - Public Health Alert Issued Amid January 2026 Salmonella Outbreak,Public Health Alert Issued Amid January 2026 Salmonella Outbreak,https://medtigo.com/news/public-health-alert-issued-amid-january-2026-salmonella-outbreak,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_814630932f43,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,47,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_8d0aef1a7c3b - Salmonellosis, USA - BEACON","Salmonellosis, USA - BEACON",https://beaconbio.org/en/event?eventid=6a50eced-5b6d-4a08-b25d-b45132969687&locations=8c348b43-d00a-48b6-90e6-01254a59d109,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_8d0aef1a7c3b,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,48,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_a5bc6c5400a7 - Investigation Update: Salmonella Outbreak, Eggs - September 2024 | Salm...","Investigation Update: Salmonella Outbreak, Eggs - September 2024 | Salmonella Infection | CDC",https://www.cdc.gov/salmonella/outbreaks/eggs-09-24/investigation.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_a5bc6c5400a7,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,49,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_b85f60e7676f - Salmonella Outbreak Linked to Backyard Poultry -May 2024 - CDC,Salmonella Outbreak Linked to Backyard Poultry -May 2024 - CDC,https://www.cdc.gov/salmonella/outbreaks/backyardpoultry-05-24/index.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_b85f60e7676f,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,50,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_bbfd11297ad8 - Investigation Update: Salmonella Outbreak, Cucumbers - June 2024","Investigation Update: Salmonella Outbreak, Cucumbers - June 2024",https://www.cdc.gov/salmonella/outbreaks/africana-06-24/investigation.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_bbfd11297ad8,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,51,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_bebdb72f384b - 2026 Extensively Drug-Resistant Salmonella Multistate Outbreak linked t...,2026 Extensively Drug-Resistant Salmonella Multistate Outbreak linked to Moringa Powder Capsules | Washington State Department of Health,https://doh.wa.gov/you-and-your-family/illness-and-disease-z/foodborne-illness/outbreaks/2026-extensively-drug-resistant-salmonella-multistate-outbreak-linked-moringa-powder-capsules,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_bebdb72f384b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,52,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_c6847df134ad - USDA-FSIS Recall Cases, Retail List - Update","USDA-FSIS Recall Cases, Retail List - Update",https://content.govdelivery.com/accounts/USFSIS/bulletins/3b3168e,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_c6847df134ad,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,53,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_d95e02cc3006 - Outbreak Investigation of Salmonella: Eggs (Sept 2024) - FDA,Outbreak Investigation of Salmonella: Eggs (Sept 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-eggs-sept-2024,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_d95e02cc3006,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,54,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_e0c58bcf769a - Salmonella Outbreak Linked to Cucumbers - June 2024 - CDC,Salmonella Outbreak Linked to Cucumbers - June 2024 - CDC,https://www.cdc.gov/salmonella/outbreaks/africana-06-24/index.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_e0c58bcf769a,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,55,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_01e4ab75e33f - FSIS Issues Public Health Alert For Ready-To-Eat Poultry Products Containing FDA...,FSIS Issues Public Health Alert For Ready-To-Eat Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due To Possible Listeria Monocytogenes Contamination | Food Safety and Inspection Service,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-ready-eat-poultry-products-containing-fda-regulated,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_01e4ab75e33f,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,56,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_15fc5f8d47e2 - Food for Thought 2025,Food for Thought 2025,https://pirg.org/edfund/resources/food-for-thought-2025,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_15fc5f8d47e2,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,57,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_1aa919b25056 - There are 173 new cases and 50 new hospitalizations ... - Facebook,There are 173 new cases and 50 new hospitalizations ... - Facebook,https://www.facebook.com/fox26houston/posts/there-are-173-new-cases-and-50-new-hospitalizations-from-salmonella-outbreak/10160924353830348,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_1aa919b25056,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,58,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_25738f18fb27 - Salmonella outbreak detected in 29 U.S. states as health officials ...,Salmonella outbreak detected in 29 U.S. states as health officials ...,https://ktla.com/news/more-than-270-infected-in-mysterious-salmonella-outbreak-detected-in-29-states,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_25738f18fb27,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,59,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_33733b13ba13 - Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-june-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_33733b13ba13,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,60,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_34a66c01ab1b - As of Friday, at least a dozen products related to the recall have ...","As of Friday, at least a dozen products related to the recall have ...",https://www.facebook.com/nbcchicago/videos/as-of-friday-at-least-a-dozen-products-related-to-the-recall-have-been-impacted-/870851292702148,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_34a66c01ab1b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,61,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_397f647da895 - Cucumbers linked to salmonella outbreak in 31 states - abc7NY,Cucumbers linked to salmonella outbreak in 31 states - abc7NY,https://abc7ny.com/post/cucumbers-recalled-salmonella-outbreak-cdc-fda/15189755,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_397f647da895,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,62,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_3c32f8c03a31 - Outbreak Investigation of Salmonella: Cucumbers (May 2025) - FDA,Outbreak Investigation of Salmonella: Cucumbers (May 2025) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-may-2025,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_3c32f8c03a31,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,63,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_48540a4df4f2 - Chicken Linked to Salmonella Outbreak in 29 States - Allrecipes,Chicken Linked to Salmonella Outbreak in 29 States - Allrecipes,https://www.allrecipes.com/backyard-poultry-salmonella-outbreak-may-2024-8655959,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_48540a4df4f2,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,64,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_712e948506d7 - At least 16 illnesses have been reported, with six hospitalizations ...","At least 16 illnesses have been reported, with six hospitalizations ...",https://www.facebook.com/CBSPittsburgh/posts/salmonella-outbreak-at-least-16-illnesses-have-been-reported-with-six-hospitaliz/674381181403410,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_712e948506d7,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,65,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_76394e8294e0 - List of foodborne illness outbreaks in the United States - Wikipedia,List of foodborne illness outbreaks in the United States - Wikipedia,https://en.wikipedia.org/wiki/List_of_foodborne_illness_outbreaks_in_the_United_States,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_76394e8294e0,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,66,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_793a8dd9911b - Outbreak Investigation of Salmonella: Cucumbers (November 2024),Outbreak Investigation of Salmonella: Cucumbers (November 2024),https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_793a8dd9911b,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,67,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_814630932f43 - Public Health Alert Issued Amid January 2026 Salmonella Outbreak,Public Health Alert Issued Amid January 2026 Salmonella Outbreak,https://medtigo.com/news/public-health-alert-issued-amid-january-2026-salmonella-outbreak,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_814630932f43,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,68,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_843a36718811 - FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing...,FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due to Possible Salmonella Contamination | Food Safety and Inspection Service,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-various-meat-and-poultry-products-containing-fda,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_843a36718811,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,69,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_8d0aef1a7c3b - Salmonellosis, USA - BEACON","Salmonellosis, USA - BEACON",https://beaconbio.org/en/event?eventid=6a50eced-5b6d-4a08-b25d-b45132969687&locations=8c348b43-d00a-48b6-90e6-01254a59d109,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_8d0aef1a7c3b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,70,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_b1fd759a3dac - Eggs linked to salmonella outbreak sold by Milo's Poultry Farms in ...,Eggs linked to salmonella outbreak sold by Milo's Poultry Farms in ...,https://www.youtube.com/watch?v=fjvKjnu6GCQ,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_b1fd759a3dac,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,71,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_b3970fa613bc - Constituent Update - April 25, 2025 | Food Safety and Inspection Service","Constituent Update - April 25, 2025 | Food Safety and Inspection Service",http://www.fsis.usda.gov/news-events/news-press-releases/constituent-update-april-25-2025,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_b3970fa613bc,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,72,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_b51a5ab7bcd8 - Salmonella Outbreak Update,Salmonella Outbreak Update,https://x.com/CDCgov/status/2067329330817224750,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_b51a5ab7bcd8,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,73,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_c6847df134ad - USDA-FSIS Recall Cases, Retail List - Update","USDA-FSIS Recall Cases, Retail List - Update",https://content.govdelivery.com/accounts/USFSIS/bulletins/3b3168e,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_c6847df134ad,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,74,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_d75a6eda1263 - WBFF FOX 45 - A major food brand issued a voluntary recall...,WBFF FOX 45 - A major food brand issued a voluntary recall...,https://www.facebook.com/FOXBaltimore/posts/a-major-food-brand-issued-a-voluntary-recall-on-its-products-on-monday-after-a-p/1433009788870944,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d75a6eda1263,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,75,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_d95e02cc3006 - Outbreak Investigation of Salmonella: Eggs (Sept 2024) - FDA,Outbreak Investigation of Salmonella: Eggs (Sept 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-eggs-sept-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d95e02cc3006,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,76,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_db7489def0f9 - Recalls & Public Health Alerts | Food Safety and Inspection Service,Recalls & Public Health Alerts | Food Safety and Inspection Service,http://www.fsis.usda.gov/recalls,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_db7489def0f9,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,77,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_e48f82c4451a - The 10 Riskiest Foods to Eat Right Now, According to Food Safety ...","The 10 Riskiest Foods to Eat Right Now, According to Food Safety ...",https://www.allrecipes.com/the-ten-riskiest-foods-to-eat-according-to-recall-data-2025-11731640,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_e48f82c4451a,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,general_review,source_screening,United States,P3_low,78,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_e7a1cca073de - Outbreak Investigations: Response | Food Safety and Inspection Service,Outbreak Investigations: Response | Food Safety and Inspection Service,http://www.fsis.usda.gov/food-safety/foodborne-illness-and-disease/outbreaks/outbreak-investigations-response,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_e7a1cca073de,source,This review item requires human inspection before it should affect downstream interpretation.
