actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov/news-alerts/texas-announces-second-death-measles-outbreak,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"The Department of State Health Services is currently undergoing Sunset review. [Learn more about the Sunset process and provide feedback.](https://www.dshs.texas.gov/about-dshs/legislative-information/sunset-review)

[![Texas DSHS logo](/sites/default/files/logo.svg)](/ ""Home page link"")

[main content](#)

![News Release Hero Banner ](/sites/default/files/styles/news_release_hero/public/default_images/news-default-banner.png?itok=X_JyxZX4)

# Texas announces second death in measles outbreak

![News Release](/sites/default/files/2022-06/Combined%20Shape.png)

News Release

April 6, 2025

The T",,,Texas announces second death in measles outbreak | Texas DSHS,True,low,primary_or_authoritative,[],[],,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_65e6340a3a24,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov/news-alerts/texas-announces-second-death-measles-outbreak,False,False,True,False,possibly_relevant,not_assessed,Texas announces second death in measles outbreak | Texas DSHS,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov/sites/default/files/legislative/2025-Reports/DSHS%20Strategic%20Plan%20Part%20II_2021-2025.pdf,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"Department of State Health Services Strategic Plan for 2021–2025 Part II As Required by Texas Government Code Chapter 2056 Department of State Health Services October 2020 This page intentionally left blank. Department of State Health Services Strategic Plan for 2021–2025 Department of State Health Services ______________________________________ John Hellerstedt, M.D., Commissioner Submitted October 30, 2020 This page intentionally left blank. Table of Contents Schedule A: Budget Structure ............................................................. A-1 Schedule B: Performance Measure Definit",,,[PDF] HHS System Coordinated Strategic Plan for 2021-2025,True,low,primary_or_authoritative,[],[],,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_4953f4055d66,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov/sites/default/files/legislative/2025-Reports/DSHS%20Strategic%20Plan%20Part%20II_2021-2025.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] HHS System Coordinated Strategic Plan for 2021-2025,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"The Department of State Health Services is currently undergoing Sunset review. [Learn more about the Sunset process and provide feedback.](https://www.dshs.texas.gov/about-dshs/legislative-information/sunset-review)

[![Texas DSHS logo](/sites/default/files/logo.svg)](/ ""Home page link"")



[main content](#)

# Hurricane season is here.

Plan to be Texas Ready.

[Read more](https://texasready.gov/build-a-kit/)

![Emergency Preparedness Checklist](/sites/default/files/styles/homepage_hero/public/Admin/Homepage/images/2026jun-emergency-prep-checklist.jpg?h=119335f7&itok=NJmFdPKb)

[![](/sites/de",,,Texas Department of State Health Services (DSHS),True,low,primary_or_authoritative,[],[],,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_deb9c3feab77,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov,False,False,True,False,possibly_relevant,not_assessed,Texas Department of State Health Services (DSHS),Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov/news-alerts,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"The Department of State Health Services is currently undergoing Sunset review. [Learn more about the Sunset process and provide feedback.](https://www.dshs.texas.gov/about-dshs/legislative-information/sunset-review)

[![Texas DSHS logo](/sites/default/files/logo.svg)](/ ""Home page link"")

![Hero Banner Default Image](/sites/default/files/styles/hero_text/public/default_images/region-search-banner_1.png?itok=cGXEHnON)

# News & Alerts

Stay up to date on news and health issues that impact Texas. Our news releases, news updates, health alerts, and health advisories keep you in the know about pub",,,News & Alerts | Texas DSHS,True,low,primary_or_authoritative,[],[],,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_78633c13024a,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov/news-alerts,False,False,True,False,possibly_relevant,not_assessed,News & Alerts | Texas DSHS,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov/sites/default/files/CHI-School-Health/Docs/Meetings/tshac-minutes-2-24-25.pdf,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"Texas School Health Advisory Committee • Meeting Fourteen – February 24, 2025 • Meeting Minutes • Page 1 of 9 Texas School Health Advisory Committee (TSHAC) Monday, February 24, 2025 10:00 a.m. APPROVED Meeting Minutes Virtual: Teams Meeting Platform In Person Meeting Site: Texas Department of State Health Services (DSHS) Robert D. Moreton Building Room M-100, First Floor 1100 W 49th St Austin, TX 78756 Agenda Item 1: Welcome/Call to order/ of members and staff Mr. Eduardo Rios, Chair, called the Texas School Health Advisory Committee (TSHAC) meeting to order at 10:00 a.m. Mr. Rios welcomed co",,,[PDF] Texas School Health Advisory Committee (TSHAC) Minutes 02-24-25,True,low,primary_or_authoritative,[],[],,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_49cffac7208c,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov/sites/default/files/CHI-School-Health/Docs/Meetings/tshac-minutes-2-24-25.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Texas School Health Advisory Committee (TSHAC) Minutes 02-24-25,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov/sites/default/files/legislative/sunset/DSHS-SER.pdf,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],1 | P a g e September 2025 Self- Evaluation Report SUBMITTED TO THE TEXAS SUNSET ADVISORY COMMISSION 2 | P a g e Table of Contents I. Agency Contact Information ............................................................................................................................................... 4 II. Key Functions and Performance ......................................................................................................................................... 4 III. History and Major Events .........................................................................................,,,[PDF] Self-Evaluation Report,True,low,primary_or_authoritative,[],[],,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_91228c9653c7,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov/sites/default/files/legislative/sunset/DSHS-SER.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Self-Evaluation Report,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,corroboration_support,,,live_search_result,not_assessed,nbcnews.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,"[""IE 11 is not supported. For an optimal experience visit our site on another browser.\n\n# Measles tracker: Follow cases, outbreaks and vaccination rates across the U.S.\n\nMeasles case counts, which soared to a 34-year high""]","IE 11 is not supported. For an optimal experience visit our site on another browser.

# Measles tracker: Follow cases, outbreaks and vaccination rates across the U.S.

Measles case counts, which soared to a 34-year high in 2025, have increased even more so far in 2026.

* [Add NBC News to Google](https://www.google.com/preferences/source?q=nbcnews.com)

[Highly contagious measles virus costing the U.S. millions](https://www.nbcnews.com/now/video/highly-contagious-measles-virus-costing-the-u-s-millions-258561093840)

02:32

[Get more newson](https://www.nbcnews.com/watch)

[Add NBC News to Goog",Centers for Disease Control and Prevention,,"Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",True,high,secondary,"[""clean_text""]","[""IE 11 is not supported. For an optimal experience visit our site on another browser.\n\n# Measles tracker: Follow cases, outbreaks and vaccination rates across the U.S.\n\nMeasles case counts, which soared to a 34-year high""]",page_metadata_or_text,news_media,CDC measles cases 2025 United States state count Texas tracker weekly,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,2,Tavily,,src_search_1be284797a9b,direct_target_official_fast_path_skips_source_identity,assessed,domain:nbcnews_com,,low,high,"[""domain""]",news_media,,[],https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,False,False,False,False,possibly_relevant,not_assessed,"Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,academic_source,https://www.cidrap.umn.edu/measles/us-measles-cases-top-1500-texas-outbreak-grows,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""# US measles cases top 1,500 as Texas outbreak grows\n\n[Jim Wappes](/jim-wappes)\n\n![Young girl with dad in doc's office](/sites/default/files/styles/article_detail/public/article/Young%20girl%20and%20dad%20in%20docs%20ofc""]","# US measles cases top 1,500 as Texas outbreak grows

[Jim Wappes](/jim-wappes)

![Young girl with dad in doc's office](/sites/default/files/styles/article_detail/public/article/Young%20girl%20and%20dad%20in%20docs%20ofc.jpg?h=784380b4&itok=Qp1FAkEo)
> Jacob Wackerhausen / iStock

[Copied to clipboard](# ""Copy link"")

Measles cases in the United States have climbed to 1,575, with 88 new infections, the Centers for Disease Control and Prevention (CDC) reported in its weekly [update](https://www.cdc.gov/measles/data-research/index.html ""(opens in a new window)"") today.

The CDC confirmed 2,285 m",Centers for Disease Control and Prevention,,"US measles cases top 1,500 as Texas outbreak grows | CIDRAP",True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""# US measles cases top 1,500 as Texas outbreak grows\n\n[Jim Wappes](/jim-wappes)\n\n![Young girl with dad in doc's office](/sites/default/files/styles/article_detail/public/article/Young%20girl%20and%20dad%20in%20docs%20ofc""]",page_metadata_or_text,academic_or_peer_reviewed_source,CDC measles cases 2025 United States state count Texas tracker weekly,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,3,Tavily,,src_search_bf53e3bb2a06,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/measles/us-measles-cases-top-1500-texas-outbreak-grows,False,False,False,False,possibly_relevant,not_assessed,"US measles cases top 1,500 as Texas outbreak grows | CIDRAP",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,primary_case_claim_support,,,live_search_result,not_assessed,publichealth.jhu.edu,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to main content](https://publichealth.jhu.edu/ivac/resources/us-measles-tracker#main-content)

[![Image 1: International Vaccine Access Center logo](https://publichealth.jhu.edu/sites/default/files/2026-03/3-2026-ivac-blue-horizontal-logo.png)](https://publichealth.jhu.edu/ivac)

*   [Connect With Us](https://publichealth.jhu.edu/ivac/connect-with-us)
*   [Make A Gift](https://www.givecampus.com/campaigns/54912/donations/new)

Search 

*   [Who We Are](https://publichealth.jhu.edu/ivac/about-ivac)
*   [Our Work](https://publichealth.jhu.edu/ivac/projects)
*   [Resources](https://publiche",,,U.S. Measles Tracker | International Vaccine Access Center,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC measles cases 2025 United States state count Texas tracker weekly,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_7cb311dd75e6,direct_target_official_fast_path_skips_source_identity,assessed,domain:publichealth_jhu_edu,,low,low,"[""source_type""]",official_public_health_agency,,[],https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,False,False,True,False,possibly_relevant,not_assessed,U.S. Measles Tracker | International Vaccine Access Center,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,official_authority,https://www.cdc.gov/measles/data-research/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Measles Cases and Outbreaks - CDC""]","[Skip directly to site content](https://www.cdc.gov/measles/data-research/index.html#content)[Skip directly to search](https://www.cdc.gov/measles/data-research/index.html#cdc-search__input)[Skip directly to On This Page](https://www.cdc.gov/measles/data-research/index.html#first-on-this-page)

![Image 1](https://www.cdc.gov/TemplatePackage/5.0/img/uswds/us_flag_small.png)An official website of the United States government

[Here's how you know](https://www.cdc.gov/measles/data-research/index.html#gov-notice)

![Image 2](https://www.cdc.gov/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

**Of",Centers for Disease Control and Prevention,,Measles Cases and Outbreaks - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Measles Cases and Outbreaks - CDC""]",page_metadata_or_text,national_public_health_agency,CDC measles cases 2025 United States state count Texas tracker weekly,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_283a8bed6a9d,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/measles/data-research/index.html,False,False,True,False,possibly_relevant,not_assessed,Measles Cases and Outbreaks - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,official_authority,https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments,primary_case_claim_support,,,live_search_result,not_assessed,naccho.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[MyNACCHO Login](https://eweb.naccho.org/eweb/DynamicPage.aspx?WebCode=LoginRequired&expires=yes&URL_success=https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments?ssoToken={token})

[Skip to Main Navigation](https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments#main-navigation)[Skip to Content](https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments#main-content)- [x] 

[![Image 1](https://www.naccho.org/images/naccho-logo-banner.svg)](https://www.naccho",,,2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC measles cases 2025 United States state count Texas tracker weekly,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_0132cfa4f779,direct_target_official_fast_path_skips_source_identity,assessed,domain:naccho_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments,False,False,True,False,possibly_relevant,not_assessed,2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://www.texastribune.org/2025/02/26/texas-measles-death,corroboration_support,,,live_search_result,not_assessed,texastribune.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles death child Lubbock 2025 Gaines County outbreak cases April,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,3,Tavily,,src_search_340ae0c9d09e,direct_target_official_fast_path_skips_source_identity,assessed,domain:texastribune_org,,low,medium,"[""source_type""]",news_media,,[],https://www.texastribune.org/2025/02/26/texas-measles-death,False,False,False,False,possibly_relevant,not_assessed,First death in Texas measles outbreak is unvaccinated child,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,social_media,https://www.facebook.com/WFAE/posts/a-second-school-aged-child-in-west-texas-has-died-from-a-measles-related-illness/1212196550916179,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],,,,,False,,social,[],[],,social_media,Texas measles death child Lubbock 2025 Gaines County outbreak cases April,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,4,Tavily,,src_search_28bcce01426c,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/WFAE/posts/a-second-school-aged-child-in-west-texas-has-died-from-a-measles-related-illness/1212196550916179,True,False,False,False,possibly_relevant,not_assessed,A second school-aged child in West Texas has died from a measles ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
CIDRAP,high,cidrap,,2026-06-25T14:31:36+00:00,academic_source,https://www.cidrap.umn.edu/measles/texas-confirms-measles-outbreak-georgia-reports-more-cases,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"# Texas confirms measles outbreak as Georgia reports more cases

News brief

[Lisa Schnirring](/lisa-schnirring)

[Copied to clipboard](# ""Copy link"")

The Texas Department of State Health Services (DSHS) this week [reported](https://www.dshs.texas.gov/news-alerts/measles-outbreak) a measles outbreak involving school children in Gaines County, which is located southwest of Lubbock.

 ![child with measles](/sites/default/files/child%20with%20measles%20(3).jpg) 

*Bilanol/iStock*

 

In a statement yesterday, the DSHS said six cases have been reported in people whose symptoms began over the past",,,Texas confirms measles outbreak as Georgia reports more cases | CIDRAP,True,low,primary_or_authoritative,"[""domain""]",[],domain,academic_or_peer_reviewed_source,Texas measles death child Lubbock 2025 Gaines County outbreak cases April,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,6,Tavily,,src_search_ef91136c088c,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/measles/texas-confirms-measles-outbreak-georgia-reports-more-cases,False,False,False,False,possibly_relevant,not_assessed,Texas confirms measles outbreak as Georgia reports more cases | CIDRAP,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://abcnews.com/Health/child-measles-dies-texas-hospital-officials/story?id=120539137,corroboration_support,,,live_search_result,not_assessed,abcnews.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles death child Lubbock 2025 Gaines County outbreak cases April,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,7,Tavily,,src_search_50fedea73302,direct_target_official_fast_path_skips_source_identity,assessed,domain:abcnews_com,,low,medium,"[""source_type""]",news_media,,[],https://abcnews.com/Health/child-measles-dies-texas-hospital-officials/story?id=120539137,False,False,False,False,possibly_relevant,not_assessed,"2nd child with measles dies in Texas, according to state health officials",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T14:31:36+00:00,social_media,https://www.youtube.com/watch?v=7GpyBGjcyEQ,insufficient_information,,,live_search_result,not_assessed,youtube.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],,,,,False,,social,[],[],,social_media,Texas measles death child Lubbock 2025 Gaines County outbreak cases April,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,8,Tavily,,src_search_ac2170651876,direct_target_official_fast_path_skips_source_identity,assessed,domain:youtube_com,,low,high,"[""domain""]",social_media,,[],https://www.youtube.com/watch?v=7GpyBGjcyEQ,True,False,False,False,possibly_relevant,not_assessed,An unvaccinated child has died in the Texas measles ... - YouTube,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://libguides.mskcc.org/publichealth/measles2025,corroboration_support,,,live_search_result,not_assessed,libguides.mskcc.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles 2025 Mennonite community cases not associated West Texas outbreak Harris County update,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,2,Tavily,,src_search_74152a4ae4ab,direct_target_official_fast_path_skips_source_identity,assessed,domain:libguides_mskcc_org,,low,medium,"[""source_type""]",news_media,,[],https://libguides.mskcc.org/publichealth/measles2025,False,False,False,False,possibly_relevant,not_assessed,U.S. Measles Outbreak 2025 - Public Health - MSK Library Guides at Memorial Sloan Kettering Cancer Center,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://www.amp.org/AMP/assets/File/clinical-practice/Ysph_Vmoc_Special_Report_Measles_Outbreak_Southwest_Us_4_19_2025_1300_Hrs_Read_Only.pdf,corroboration_support,,,live_search_result,not_assessed,amp.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,secondary,[],[],,news_media,Texas measles 2025 Mennonite community cases not associated West Texas outbreak Harris County update,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,5,Tavily,,src_search_d79bcfc122f2,direct_target_official_fast_path_skips_source_identity,assessed,domain:amp_org,,low,medium,"[""source_type""]",news_media,,[],https://www.amp.org/AMP/assets/File/clinical-practice/Ysph_Vmoc_Special_Report_Measles_Outbreak_Southwest_Us_4_19_2025_1300_Hrs_Read_Only.pdf,False,False,False,False,possibly_relevant,not_assessed,[PDF] MEASLES OUTBREAK - SOUTHWEST U.S. - 2025 - AMP.org,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://www.texastribune.org/2025/12/17/texas-measles-mennonite-seminole-aftermath,corroboration_support,,,live_search_result,not_assessed,texastribune.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles 2025 Mennonite community cases not associated West Texas outbreak Harris County update,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,6,Tavily,,src_search_5b3b94cad94b,direct_target_official_fast_path_skips_source_identity,assessed,domain:texastribune_org,,low,medium,"[""source_type""]",news_media,,[],https://www.texastribune.org/2025/12/17/texas-measles-mennonite-seminole-aftermath,False,False,False,False,possibly_relevant,not_assessed,Texas measles outbreak hardened Mennonites against vaccines,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
